candidate_rank	word	combined_equal_corpus_ppm	hkcancor_count	cantomap_count	attested_both_spoken_corpora	cross_corpus_balance	hkcancor_top_pos	hkcancor_pos_counts	hkcancor_proper_like_share	hkcancor_jyutping_counts	cantomap_top_pos	cantomap_pos_counts	cantomap_jyutping_counts	cifu_top2000	cifu_rank	known_invalid_atomic	rime_present	rime_readings_compact	rime_source_files	review_flags	expert_status	expert_note
234	死	549.115221	130	4	true	0.039078	v	v:125|d1:3|n:1|d:1	0.000000	sei2:130	v	v:4	sei2:4	true	229	false	true	sei2|si2	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
235	右手邊	547.260599	0	106	false	0.000000			0.000000		f	f:77|n:23|x:2|d:1|ns:1|Ng:1|vu:1	jau6sau2bin1:106	true	1224	false	true	jau6sau2bin1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
236	右手面	547.260599	0	106	false	0.000000			0.000000		f	f:60|n:43|a:2|x:1	jau6sau2min6:106	true	887	false	true	jau6sau2min6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
238	第二	545.100232	49	67	true	0.575844	m	m:39|r:10	0.000000	dai6ji6:49	m	m:66|r:1	dai6ji6:67	true	661	false	true	dai6ji6	jyut6ping3.words.dict.yaml	quantified_sequence	unreviewed	
239	杏堂迷宮	542.097763	0	105	false	0.000000			0.000000		n	n:74|nz:15|a:4|x:4|Ng:3|v:3|q:2	hang6tong4mai4gung1:105	false		false	false			single_corpus_signal|rime_absent	unreviewed	
240	之間	540.348415	11	96	true	0.090220	f	f:11	0.000000	zi1gaan1:11	f	f:96	zi1gaan1:96	true	254	false	true	zi1gaan1	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
241	戀煙葡萄園	536.934928	0	104	false	0.000000			0.000000		n	n:87|v:7|x:3|ns:2|nr:2|a:1|Nsg:1|Ng:1	lyun2jin1pou4tou4jyun4:104	false		false	false			single_corpus_signal|rime_absent	unreviewed	
242	濫印車站	536.934928	0	104	false	0.000000			0.000000		n	n:84|v:15|a:3|d:1|x:1	laam5jan3ce1zaam6:104	false		false	false			single_corpus_signal|rime_absent	unreviewed	
243	喺度	535.822171	128	3	true	0.029766	d	d:49|p:44|v:34|f:1	0.000000	hai2dou6:128	d	d:2|p:1	hai2dou6:3	false		false	true	hai2dou6	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
244	攞	533.180603	121	8	true	0.083969	v	v:121	0.000000	lo2:121	v	v:8	lo2:8	false		false	true	lo2	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
247	上方	526.609256	0	102	false	0.000000			0.000000		n	n:47|v:40|Ng:8|f:4|ns:2|vn:1	soeng6fong1:102	true	802	false	false			single_corpus_signal|rime_absent	unreviewed	
248	嬋盆礦場	526.609256	0	102	false	0.000000			0.000000		n	n:94|v:5|a:1|Nsg:1|t:1	sim4pun4kwong3coeng4:102	false		false	false			single_corpus_signal|rime_absent	unreviewed	
251	山	510.023019	1	98	true	0.008034	n	n:1	0.000000	saan1:1	n	n:78|nr:8|x:4|Ng:4|v:1|Cg:1|f:1|q:1	saan1:98	true	143	false	true	saan1	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
253	丸怨樹	505.957913	0	98	false	0.000000			0.000000		v	v:42|n:32|ns:5|x:5|Ng:4|a:4|nr:2|d:2	jyun2jyun3syu6:98	false		false	false			single_corpus_signal|rime_absent	unreviewed	
257	養	479.682596	118	0	false	0.000000	v	v:118	0.000000	joeng5:118				true	564	false	true	joeng5|joeng6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
258	𡁵	479.682596	118	0	false	0.000000	u	u:118	0.000000	gan2:118				false		false	true	gan2	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
259	你哋	479.562296	104	11	true	0.134331	r	r:104	0.000000	nei5dei6:104	r	r:11	nei5dei6:11	false		false	true	nei5dei6	jyut6ping3.words.dict.yaml	pronoun_sequence	unreviewed	
262	驚	460.780601	107	5	true	0.059348	v	v:106|a:1	0.000000	geng1:107	v	v:5	ging1:5	true	232	false	true	geng1|ging1	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
264	害受山	459.492390	0	89	false	0.000000			0.000000		n	n:62|x:16|v:5|d:2|Nsg:2|ns:2	hoi6sau6saan1:89	false		false	false			single_corpus_signal|rime_absent	unreviewed	
265	誰幣灘	459.492390	0	89	false	0.000000			0.000000		n	n:78|v:6|Ng:2|ns:1|Vg:1|q:1	seoi4bai6taan1:89	false		false	false			single_corpus_signal|rime_absent	unreviewed	
266	陪提碑	454.329554	0	88	false	0.000000			0.000000		n	n:47|v:22|x:10|Ng:4|Nsg:3|l:1|i:1	pui4tai4bei1:88	false		false	false			single_corpus_signal|rime_absent	unreviewed	
267	尚健魚排	444.003882	0	86	false	0.000000			0.000000		t	t:35|r:12|v:10|Vg:9|n:8|f:2|a:2|vn:1	soeng6gin6jyu4paai4:86	false		false	false			single_corpus_signal|rime_absent	unreviewed	
268	第一	442.615435	53	44	true	0.948433	m	m:53	0.000000	dai6jat1:53	m	m:44	dai6jat1:44	true	200	true	true	dai6jat1	jyut6ping3.words.dict.yaml	known_invalid_atomic|quantified_sequence	unreviewed	
270	大概	440.710695	3	83	true	0.028459	d	d:3	0.000000	daai6koi3:3	d	d:38|n:17|a:12|m:10|nr:3|ns:2|NTg:1	daai6koi3:83	true	320	false	true	daai6koi3	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
271	擰憂店	438.841047	0	85	false	0.000000			0.000000		v	v:48|n:32|x:3|ns:2	ling2jau1dim3:85	false		false	false			single_corpus_signal|rime_absent	unreviewed	
272	航常叢林	438.841047	0	85	false	0.000000			0.000000		ns	ns:30|n:22|v:20|nr:7|a:2|Ng:2|k:1|x:1	hong4soeng4cung4lam4:85	false		false	false			single_corpus_signal|rime_absent	unreviewed	
273	搞	434.194503	103	3	true	0.036991	v	v:103	0.000000	gaau2:103	v	v:3	gaau2:3	true	272	false	true	gaau2	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
275	梗係	430.901315	106	0	false	0.000000	d	d:106	0.000000	gang2hai6:106				true	258	false	true	gang2hai6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
276	左手面	428.515375	0	83	false	0.000000			0.000000		f	f:65|n:16|a:1|p:1	zo2sau2min6:83	true	971	false	true	zo2sau2min6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
277	明白	425.994107	7	77	true	0.071580	v	v:5|a:2	0.000000	ming4baak6:7	v	v:51|a:20|d:4|x:1|n:1	ming4baak6:77	true	310	false	true	ming4baak6	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
278	唉	425.292370	97	6	true	0.078559	e	e:96|y1:1	0.000000	aai5:97	e	e:6	aai2:3|aai3:3	true	257	false	true	aai1|aai3|aai6|ngaai6|oi1	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
280	一定	415.618317	87	12	true	0.175178	d	d:87	0.000000	jat1ding6:87	d	d:12	jat1ding6:12	true	166	false	true	jat1ding6	jyut6ping3.words.dict.yaml	quantified_sequence	unreviewed	
281	考	414.640888	102	0	false	0.000000	v	v:102	0.000000	haau2:102				true	379	false	true	haau2	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
282	等等	405.342764	7	73	true	0.075502	u	u:4|v:3	0.000000	dang2dang2:7	v	v:57|u:15|d:1	dang2dang2:73	true	311	false	true	dang2dang2	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
283	飲	402.445568	99	0	false	0.000000	v	v:99	0.000000	jam2:99				true	391	false	true	jam2|jam3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
288	同學	394.641164	92	4	true	0.055219	n	n:92	0.000000	tung4hok6:92	n	n:4	tung4hok6:4	true	322	false	true	tung4hok6	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
290	勇腰帳棚	392.375524	0	76	false	0.000000			0.000000		n	n:44|v:12|Ng:8|x:4|a:2|Nsg:1|Vg:1|ns:1	jung5jiu1zoeng3paang4:76	false		false	false			single_corpus_signal|rime_absent	unreviewed	
291	貴	390.250248	96	0	false	0.000000	a	a:96	0.000000	gwai3:96				true	421	false	true	gwai3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
293	有啲	387.282870	94	1	true	0.013511	r	r:90|m:2|v:1|d:1	0.000000	jau5di1:94	r	r:1	jau5di1:1	false		false	true	jau5di1	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
294	直線	387.212688	0	75	false	0.000000			0.000000		n	n:45|d:15|a:7|v:5|q:3	zik6sin3:75	true	580	false	true	zik6sin3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
295	座	386.114959	1	74	true	0.010640	q	q:1	0.000000	zo6:1	q	q:40|n:26|v:4|a:1|d:1|ns:1|m:1	zo6:74	true	680	false	true	zo2|zo6	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
296	直	378.756665	3	71	true	0.033270	d	d:3	0.000000	zik6:3	d	d:68|a:2|v:1	zik6:71	true	461	false	true	zik6	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
298	公司	378.054928	93	0	false	0.000000	n	n:93	0.000000	gung1si1:93				true	178	false	true	gung1si1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
300	談痕山路	376.887017	0	73	false	0.000000			0.000000		n	n:33|v:22|ns:8|Ng:7|a:2|xjnt:1	taam4han4saan1lou6:73	false		false	false			single_corpus_signal|rime_absent	unreviewed	
301	幫	376.185279	90	2	true	0.028223	v	v:90	0.000000	bong1:90	v	v:2	bong1:2	true	271	false	true	bong1	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
303	暖煙海	371.724181	0	72	false	0.000000			0.000000		n	n:53|x:8|ns:6|v:3|d:1|a:1	lyun5jin1hoi2:72	false		false	false			single_corpus_signal|rime_absent	unreviewed	
304	領憂風車	371.724181	0	72	false	0.000000			0.000000		n	n:59|v:8|x:3|p:1|a:1	ling5jau1fung1ce1:72	false		false	false			single_corpus_signal|rime_absent	unreviewed	
306	成病禮堂	366.561345	0	71	false	0.000000			0.000000		n	n:55|x:7|Ng:2|a:2|Nsg:2|d:2|u:1	sing4beng6lai5tong4:71	false		false	false			single_corpus_signal|rime_absent	unreviewed	
307	盛磅滑雪場	366.561345	0	71	false	0.000000			0.000000		n	n:71	sing6bong6waat6syut3coeng4:71	false		false	false			single_corpus_signal|rime_absent	unreviewed	
308	幾多	361.794501	89	0	false	0.000000	r	r:89	0.000000	gei2do1:89				true	249	false	true	gei2do1	jyut6ping3.words.dict.yaml	single_corpus_signal|quantified_sequence	unreviewed	
309	虛線	361.398509	0	70	false	0.000000			0.000000		n	n:62|v:4|x:2|a:1|Ng:1	heoi1sin3:70	true	436	false	true	heoi1sin3	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
310	鼻樹公園	361.398509	0	70	false	0.000000			0.000000		n	n:56|v:7|x:5|nt:1|a:1	bei6syu6gung1jyun2:70	false		false	false			single_corpus_signal|rime_absent	unreviewed	
311	偏	360.300780	1	69	true	0.011411	v	v:1	0.000000	pin1:1	v	v:44|n:10|d:5|x:2|a:2|jnz:2|vn:1|p:1	pin1:69	true	682	false	true	pin1	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
313	到去	356.235673	0	69	false	0.000000			0.000000		v	v:63|p:5|u:1	dou3heoi3:69	false		false	false			single_corpus_signal|rime_absent	unreviewed	
315	后傻碼頭	351.072837	0	68	false	0.000000			0.000000		n	n:44|v:7|x:6|t:3|f:3|ns:2|a:2|Nsg:1	hau6so4maa5tau4:68	false		false	false			single_corpus_signal|rime_absent	unreviewed	
316	一啲	349.599180	86	0	false	0.000000	m	m:79|r:3|q:3|u:1	0.000000	jat1di1:86				false		false	true	jat1di1	jyut6ping3.words.dict.yaml	single_corpus_signal|quantified_sequence	unreviewed	
317	賣	349.599180	86	0	false	0.000000	v	v:86	0.000000	maai6:86				true	301	false	true	juk6|maai6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
320	啞	346.681921	4	64	true	0.049211	y	y:3|o:1	0.000000	aa5:4	v	v:17|Ng:16|x:13|Nsg:5|n:3|xx:3|z:2|ns:1	aa2:61|a2:3	false		false	true	aa1|aa2|ak1	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
321	樹	345.910001	0	67	false	0.000000			0.000000		n	n:29|v:22|Ng:7|nz:4|x:2|a:2|q:1	syu6:66|cyut3:1	true	168	false	true	syu6	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
322	人哋	345.534074	85	0	false	0.000000	r	r:85	0.000000	jan4dei6:85				false		false	true	jan4dei6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
324	彎	344.812272	1	66	true	0.011930	v	v:1	0.000000	waan1:1	v	v:41|n:22|Ng:3	waan1:66	true	530	false	true	waan1	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
325	引意水塘	340.747166	0	66	false	0.000000			0.000000		v	v:26|n:17|ns:9|x:8|Ng:3|a:2|l:1	jan5ji3seoi2tong4:66	false		false	false			single_corpus_signal|rime_absent	unreviewed	
327	打橫	335.584330	0	65	false	0.000000			0.000000		v	v:64|n:1	daa2waang4:65	true	446	false	true	daa2waang4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
328	本	331.469105	79	2	true	0.032153	q	q:78|b:1	0.000000	bun2:79	q	q:2	bun2:2	true	426	false	true	bun2	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
330	唔洗	330.421494	0	64	false	0.000000			0.000000		d	d:32|v:17|l:11|a:2|Vg:1|g1:1	m4sai2:64	false		false	false			single_corpus_signal|rime_absent|negated_sequence	unreviewed	
331	暖燕瀑布	330.421494	0	64	false	0.000000			0.000000		n	n:34|nr:24|v:3|x:2|Ng:1	lyun5jin3buk6bou3:64	false		false	false			single_corpus_signal|rime_absent	unreviewed	
332	瑞效果嶺	330.421494	0	64	false	0.000000			0.000000		ns	ns:54|n:5|v:2|Ng:2|xnr:1	seoi4haau6gwo2leng5:64	false		false	false			single_corpus_signal|rime_absent	unreviewed	
334	變	326.306269	79	1	true	0.016076	v	v:79	0.000000	bin3:79	v	v:1	bin3:1	true	246	false	true	bin3	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
336	北方	325.258658	0	63	false	0.000000			0.000000		n	n:39|ns:19|x:4|a:1	bak1fong1:63	true	371	false	true	bak1fong1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
337	左手邊	325.258658	0	63	false	0.000000			0.000000		f	f:63	zo2sau2bin1:63	true	1401	false	true	zo2sau2bin1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
338	賀婆墳場	325.258658	0	63	false	0.000000			0.000000		n	n:60|v:2|x:1	ho6po4fan4coeng4:63	false		false	false			single_corpus_signal|rime_absent	unreviewed	
339	返來	325.208540	80	0	false	0.000000	v	v:78|f:1|n:1	0.000000	faan1lei4:43|faan1lai4:37				true	538	false	true	faan1lai4	jyut6ping3.words.dict.yaml	single_corpus_signal|directional_chain	unreviewed	
340	斜	324.932848	5	59	true	0.066727	n	n:5	0.000000	ce3:5	n	n:50|v:7|a:1|d:1	ce4:59	true	495	false	true	ce3|ce4|je4	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
342	屋企	321.143433	79	0	false	0.000000	n	n:79	0.000000	uk1kei2:79				true	270	false	true	uk1kei2	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
343	笨純像	320.095822	0	62	false	0.000000			0.000000		n	n:41|x:11|v:5|a:3|Vg:1|vn:1	ban6seon4zoeng6:62	false		false	false			single_corpus_signal|rime_absent	unreviewed	
344	陶排工廠	320.095822	0	62	false	0.000000			0.000000		n	n:33|v:14|x:6|Ng:3|nr:1|Vg:1|r:1|q:1	tou4paai4gung1cong2:62	false		false	false			single_corpus_signal|rime_absent	unreviewed	
346	電話	318.176056	77	1	true	0.016494	n	n:77	0.000000	din6waa2:77	n	n:1	din6waa2:1	true	314	false	true	din6waa2	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
350	射頹餐室	314.932986	0	61	false	0.000000			0.000000		n	n:46|x:5|nt:4|v:4|Nsg:2	se6teoi4caan1sat1:61	false		false	false			single_corpus_signal|rime_absent	unreviewed	
351	夠	314.110949	76	1	true	0.016711	v	v:68|a:5|d:2|g1:1	0.000000	gau3:76	v	v:1	gau3:1	true	1165	false	true	gau3	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
352	棵	312.737528	2	59	true	0.026691	q	q:2	0.000000	po1:2	q	q:31|n:10|v:9|d:3|a:2|jnt:1|ns:1|f:1	po1:59	true	797	false	true	fo1|fo2|po1	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
354	地標	309.770151	0	60	false	0.000000			0.000000		n	n:60	dei6biu1:60	true	484	false	true	dei6biu1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
355	頭兆井	309.770151	0	60	false	0.000000			0.000000		n	n:55|a:2|x:2|q:1	tau4siu6zeng2:60	false		false	false			single_corpus_signal|rime_absent	unreviewed	
358	南方	304.607315	0	59	false	0.000000			0.000000		n	n:43|ns:6|x:5|Ng:2|v:1|t:1|a:1	naam4fong1:59	true	1236	false	false			single_corpus_signal|rime_absent	unreviewed	
359	一樣	304.196296	38	29	true	0.969239	a	a:37|b:1	0.000000	jat1joeng6:38	a	a:29	jat1joeng6:29	true	192	false	true	jat1joeng6	jyut6ping3.words.dict.yaml	quantified_sequence	unreviewed	
360	鬼	303.013358	72	2	true	0.035279	d1	d1:64|n:8	0.000000	gwai2:72	d1	d1:2	gwai2:2	true	503	false	true	gwai2	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
361	太	302.241438	68	5	true	0.093385	d	d:68	0.000000	taai3:68	d	d:5	taai3:5	true	437	false	true	taai3	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
362	湖	299.444479	0	58	false	0.000000			0.000000		n	n:46|v:6|x:3|a:2|Ng:1	wu4:58	true	213	false	true	wu4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
363	種	298.948251	71	2	true	0.035776	q	q:68|n:3	0.000000	zung2:71	q	q:2	zung2:2	true	431	false	true	zung2|zung3	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
369	魚	293.013496	67	4	true	0.075823	n	n:67	0.000000	jyu2:67	n	n:4	ju2:4	true	776	false	true	jyu2|jyu4	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
370	哎吔	292.687686	72	0	false	0.000000	e	e:72	0.000000	ai1jaa3:40|aai1jaa3:32				false		false	false			single_corpus_signal|rime_absent	unreviewed	
371	開心	292.687686	72	0	false	0.000000	a	a:72	0.000000	hoi1sam1:72				true	237	false	true	hoi1sam1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
372	彭	292.086185	2	55	true	0.028632	nr	nr:2	1.000000	paang4:2	nr	nr:20|n:16|Ng:14|a:1|g2:1|vn:1|u:1|q:1	pang4:55	true	361	false	true	bong1|paang4|pong4	jyut6ping3.chars.dict.yaml	proper_name_signal|domain_concentration_signal	unreviewed	
373	見到	292.086185	2	55	true	0.028632	n	n:1|v:1	0.000000	gin3dou2:2	v	v:55	gin3dou2:55	false		false	true	gin3dou2	jyut6ping3.words.dict.yaml	domain_concentration_signal|aspect_result_sequence	unreviewed	
375	文字	289.118807	0	56	false	0.000000			0.000000		n	n:47|v:4|x:4|ns:1	man4zi6:56	true	444	false	true	man4zi6	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
376	枉𤓓纜車	289.118807	0	56	false	0.000000			0.000000		n	n:38|v:15|x:2|l:1	wong2lo3laam3ce1:56	false		false	false			single_corpus_signal|rime_absent	unreviewed	
377	濫欣金字塔	289.118807	0	56	false	0.000000			0.000000		n	n:20|v:12|a:10|Ng:4|nz:2|x:2|d:2|f:2	laam5jan1gam1zi6taap3:56	false		false	false			single_corpus_signal|rime_absent	unreviewed	
378	仲有	288.021078	1	55	true	0.014316	v	v:1	0.000000	zung6jau5:1	v	v:35|d:7|n:6|a:5|i:2	zung6jau5:55	true	332	false	true	zung6jau5	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
381	部	285.981011	64	5	true	0.099222	q	q:61|n:3	0.000000	bou6:64	q	q:5	bou6:5	true	405	false	true	bou6	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
384	仲	282.858242	1	54	true	0.014581	a	a:1	0.000000	zung6:1	d	d:21|n:14|a:10|v:5|x:1|xd:1|jnt:1|t:1	zung6:54	true	293	false	true	zung6	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
386	東	278.793135	0	54	false	0.000000			0.000000		ns	ns:46|n:5|nt:2|a:1	dung1:54	true	374	false	true	dung1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
387	圖	277.695406	1	53	true	0.014856	n	n:1	0.000000	tou4:1	n	n:52|m:1	tou4:53	true	469	false	true	tou4	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
388	幅	275.499948	3	51	true	0.046316	q	q:3	0.000000	fuk1:3	q	q:42|n:6|ns:2|v:1	fuk1:51	true	718	false	true	fuk1	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
389	時效堡	273.630300	0	53	false	0.000000			0.000000		n	n:53	si4haau6bou2:53	false		false	false			single_corpus_signal|rime_absent	unreviewed	
393	機	269.394775	65	1	true	0.019539	n	n:60|Ng:5	0.000000	gei1:65	n	n:1	gei1:1	true	590	false	true	gei1	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
394	南	268.467464	0	52	false	0.000000			0.000000		ns	ns:45|v:2|Ng:2|u:1|n:1|nr:1	naam4:52	true	305	false	true	naa1|naam4	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
395	咸順樹林	268.467464	0	52	false	0.000000			0.000000		n	n:20|ns:18|v:4|nr:4|Ng:3|a:2|Mg:1	haam4seon6syu6lam4:52	false		false	false			single_corpus_signal|rime_absent	unreviewed	
396	忍意球場	268.467464	0	52	false	0.000000			0.000000		n	n:41|v:11	jan2ji3kau4coeng4:52	false		false	false			single_corpus_signal|rime_absent	unreviewed	
397	下邊	265.174277	3	49	true	0.048207	f	f:3	0.000000	haa6bin6:3	f	f:27|n:8|q:3|Ng:3|vn:2|x:2|t:2|a:1	haa6bin1:49	true	1276	false	true	haa6bin6	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
398	收	264.557748	60	4	true	0.084669	v	v:60	0.000000	sau1:60	v	v:4	sau1:4	true	485	false	true	sau1	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
399	計	263.460019	61	3	true	0.062461	v	v:57|n:4	0.000000	gai3:57|gai2:4	v	v:3	gai3:3	true	739	false	true	gai2|gai3|gei3	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
401	試	261.264561	63	1	true	0.020159	v	v:55|n:8	0.000000	si3:55|si5:8	v	v:1	si3:1	true	1062	false	true	si3|si5	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
402	緊	260.011441	3	48	true	0.049211	a	a:3	0.000000	gan2:3	a	a:20|n:10|v:9|m:4|Nsg:3|nr:1|vu:1	gan2:48	true	194	false	true	gan2	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
404	唔同	258.622993	56	6	true	0.136075	a	a:39|d:13|v:2|r:2	0.000000	m4tung4:56	a	a:5|d:1	m4tung4:6	true	296	false	true	m4tung4	jyut6ping3.words.dict.yaml	negated_sequence	unreviewed	
405	北	257.044063	1	49	true	0.016069	x	x:1	0.000000	bak1:1	ns	ns:42|x:3|v:2|q:1|a:1	bak1:49	true	669	false	true	bak1|bui3	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
407	以前	256.101725	63	0	false	0.000000	t	t:50|f:13	0.000000	ji5cin4:63				true	284	false	true	ji5cin4	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
408	裏邊	256.101725	63	0	false	0.000000	f	f:63	0.000000	leoi5bin6:63				true	474	false	true	leoi5bin1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
409	完成	254.848605	3	47	true	0.050258	v	v:3	0.000000	jyun4sing4:3	v	v:45|u:2	jun4sing4:47	true	532	false	true	jyun4sing4	jyut6ping3.words.dict.yaml	domain_concentration_signal	unreviewed	
411	冇錯	253.099257	14	38	true	0.290087	v	v:12|a:2	0.000000	mou5co3:14	v	v:36|a:2	mou5co3:38	true	315	false	true	mou5co3	jyut6ping3.words.dict.yaml	negated_sequence	unreviewed	
412	往𤓓灣	252.978956	0	49	false	0.000000			0.000000		ns	ns:31|n:13|a:2|v:2|Ng:1	wong5lo3waan1:49	false		false	false			single_corpus_signal|rime_absent	unreviewed	
413	哩樣	252.036618	62	0	false	0.000000	r	r:62	0.000000	ni1joeng6:62				true	582	false	false			single_corpus_signal|rime_absent|demonstrative_sequence	unreviewed	
414	班	252.036618	62	0	false	0.000000	q	q:46|n:14|v:1|k:1	0.000000	baan1:62				true	550	false	true	baan1	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
417	枉囉燈塔	247.816120	0	48	false	0.000000			0.000000		n	n:21|Ng:6|x:5|v:4|d:2|ns:2|l:1|g2:1	wong2lo1dang1taap3:48	false		false	false			single_corpus_signal|rime_absent	unreviewed	
418	第	244.522933	3	45	true	0.052492	m	m:3	0.000000	dai6:3	m	m:31|v:6|r:4|d:2|x:1|ns:1	dai6:45	true	649	false	true	dai6	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
419	信	243.906405	60	0	false	0.000000	v	v:43|n:16|vn:1	0.000000	seon3:60				true	407	false	true	san1|seon3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
420	帶	243.906405	60	0	false	0.000000	v	v:51|n:9	0.000000	daai3:51|daai2:9				true	414	false	true	daai2|daai3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
421	一齊	243.460295	51	7	true	0.174319	d	d:51	0.000000	jat1cai4:51	d	d:7	jat1cai4:7	true	335	false	true	jat1cai4	jyut6ping3.words.dict.yaml	quantified_sequence	unreviewed	
423	亦都	239.841298	59	0	false	0.000000	d	d:59	0.000000	jik6dou1:59				false		false	true	jik6dou1	jyut6ping3.words.dict.yaml	single_corpus_signal	unreviewed	
424	整	239.841298	59	0	false	0.000000	v	v:58|a:1	0.000000	zing2:59				true	911	false	true	zing2	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
426	耐	239.069379	55	3	true	0.069275	a	a:55	0.000000	noi6:55	a	a:3	noi6:3	true	345	false	true	nang4|noi6	jyut6ping3.chars.dict.yaml	domain_concentration_signal	unreviewed	
428	塔	237.490449	0	46	false	0.000000			0.000000		n	n:28|Ng:4|a:4|v:2|x:2|i:1|z:1|ns:1	taap3:46	true	173	false	true	taap3	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
429	直上	237.490449	0	46	false	0.000000			0.000000		d	d:42|f:2|v:1|a:1	zik6soeng5:46	true	715	false	false			single_corpus_signal|rime_absent	unreviewed	
430	剪	235.776191	58	0	false	0.000000	v	v:58	0.000000	zin2:58				true	691	false	true	zin2	jyut6ping3.chars.dict.yaml	single_corpus_signal	unreviewed	
